timestamp_utc,event_type,duration_sec,description
2026-03-04 19:36:05.927390514+00:00,GUST,108.4,AWS boost +3.3kn
2026-03-04 19:53:50.037424052+00:00,SHORT_GAP,8.9,0 points nulled
2026-03-04 19:56:31.153338720+00:00,SHORT_GAP,9.6,1 points nulled
2026-03-04 20:02:38.029886763+00:00,GUST,60.3,AWS boost +4.1kn
2026-03-04 20:28:00.053547515+00:00,SENSOR_OFFLINE,92.8,1 points nulled
2026-03-04 20:45:26.424627209+00:00,SHORT_GAP,6.6,2 points nulled
2026-03-04 21:16:49.576379677+00:00,SHORT_GAP,7.9,1 points nulled
2026-03-04 21:20:53+00:00,SPIKE,0.0,AWS 16.2 -> 53.0kn
2026-03-04 21:25:37+00:00,SPIKE,0.0,AWS 18.9 -> 130.3kn
2026-03-04 21:29:10.514935303+00:00,SHORT_GAP,8.7,0 points nulled
2026-03-04 21:33:00+00:00,SPIKE,0.0,AWS 14.7 -> 89.5kn
2026-03-04 21:37:47.937802315+00:00,GUST,82.4,AWS boost +5.1kn
2026-03-04 21:55:54.088493837+00:00,SHORT_GAP,5.2,0 points nulled
2026-03-04 21:59:47.440050759+00:00,GUST,46.1,AWS boost +6.3kn
2026-03-04 22:08:49.300061958+00:00,SHORT_GAP,3.3,0 points nulled
2026-03-04 22:26:26.638110913+00:00,SHORT_GAP,9.7,0 points nulled
2026-03-04 22:35:04.042748508+00:00,SHORT_GAP,9.4,0 points nulled
2026-03-04 23:29:21.927786762+00:00,SHORT_GAP,7.9,0 points nulled
2026-03-04 23:32:24.877915366+00:00,SHORT_GAP,10.0,0 points nulled
2026-03-04 23:35:51.047506607+00:00,GUST,66.1,AWS boost +5.4kn
2026-03-04 23:43:14.680035002+00:00,SHORT_GAP,6.6,0 points nulled
2026-03-04 23:49:39.030426328+00:00,SHORT_GAP,5.3,0 points nulled
2026-03-05 00:00:39.048802170+00:00,GUST,70.2,AWS boost +5.1kn
2026-03-05 00:17:19.559889428+00:00,GUST,83.0,AWS boost +8.0kn
2026-03-05 00:18:29.292762138+00:00,GUST,78.4,AWS boost +3.9kn
2026-03-05 00:26:32.647797433+00:00,SHORT_GAP,7.4,0 points nulled
2026-03-05 00:48:51.280118516+00:00,SHORT_GAP,9.8,1 points nulled
2026-03-05 00:52:55.710098661+00:00,SHORT_GAP,5.1,1 points nulled
2026-03-05 00:54:46.940696214+00:00,SENSOR_OFFLINE,153.0,3 points nulled
2026-03-05 01:01:00+00:00,SPIKE,0.0,AWS 28.3 -> 132.3kn
2026-03-05 01:03:23.228041298+00:00,GUST,96.8,AWS boost +5.5kn
2026-03-05 01:13:32.113716758+00:00,SENSOR_OFFLINE,172.8,3 points nulled
2026-03-05 01:23:57.949035641+00:00,GUST,119.7,AWS boost +7.8kn
2026-03-05 01:38:22.164438861+00:00,SHORT_GAP,7.4,0 points nulled
2026-03-05 01:56:17.359302555+00:00,SHORT_GAP,9.6,0 points nulled
2026-03-05 02:10:23.610185515+00:00,SHORT_GAP,4.1,0 points nulled
2026-03-05 02:24:27.686493898+00:00,SHORT_GAP,5.3,0 points nulled
2026-03-05 02:30:42.419086855+00:00,GUST,46.8,AWS boost +5.0kn
2026-03-05 02:39:09.898658130+00:00,SHORT_GAP,6.2,0 points nulled
2026-03-05 02:41:52.879267730+00:00,GUST,94.1,AWS boost +3.8kn
2026-03-05 02:44:35.442158857+00:00,SENSOR_OFFLINE,126.8,10 points nulled
2026-03-05 02:53:42+00:00,SPIKE,0.0,AWS 27.2 -> 87.5kn
2026-03-05 02:58:32.483425519+00:00,GUST,60.5,AWS boost +6.8kn
2026-03-05 03:06:37.760069838+00:00,SHORT_GAP,6.1,1 points nulled
2026-03-05 03:15:26+00:00,SPIKE,0.0,AWS 20.5 -> 104.9kn
2026-03-05 03:17:47.016040092+00:00,SHORT_GAP,9.5,0 points nulled
2026-03-05 03:28:14.937584982+00:00,SHORT_GAP,6.2,0 points nulled
2026-03-05 03:48:01.344632226+00:00,GUST,66.6,AWS boost +7.5kn
2026-03-05 03:56:53.973598899+00:00,SENSOR_OFFLINE,122.9,4 points nulled
2026-03-05 04:08:51.106599422+00:00,SHORT_GAP,9.0,0 points nulled
2026-03-05 04:12:03.343101448+00:00,GUST,61.0,AWS boost +6.8kn
2026-03-05 04:13:45.526750781+00:00,GUST,78.0,AWS boost +5.3kn
2026-03-05 04:22:18.532317337+00:00,SHORT_GAP,8.0,1 points nulled
2026-03-05 04:23:25+00:00,SPIKE,0.0,AWS 24.4 -> 97.1kn
2026-03-05 04:23:25.122213052+00:00,SENSOR_OFFLINE,177.9,9 points nulled
2026-03-05 04:53:58.327142208+00:00,GUST,106.1,AWS boost +3.4kn
2026-03-05 04:55:32+00:00,SPIKE,0.0,AWS 26.9 -> 106.8kn
2026-03-05 04:58:28.794138337+00:00,SENSOR_OFFLINE,66.5,3 points nulled
2026-03-05 05:21:34+00:00,SPIKE,0.0,AWS 19.4 -> 133.5kn
2026-03-05 05:25:26.999637588+00:00,GUST,34.6,AWS boost +3.6kn
2026-03-05 05:29:18.309637758+00:00,SHORT_GAP,5.2,0 points nulled
2026-03-05 05:31:39.701981230+00:00,SHORT_GAP,6.5,1 points nulled
2026-03-05 05:39:08+00:00,SPIKE,0.0,AWS 18.3 -> 78.8kn
2026-03-05 06:07:00.550156210+00:00,GUST,51.2,AWS boost +7.7kn
2026-03-05 06:07:50.223048379+00:00,SHORT_GAP,6.3,0 points nulled
2026-03-05 06:19:35+00:00,SPIKE,0.0,AWS 18.7 -> 162.7kn
2026-03-05 06:34:05.694292402+00:00,GUST,70.8,AWS boost +6.6kn
2026-03-05 06:40:27.332464135+00:00,GUST,91.7,AWS boost +6.0kn
2026-03-05 06:57:32.113451653+00:00,SHORT_GAP,3.7,0 points nulled
2026-03-05 06:59:14+00:00,SPIKE,0.0,AWS 21.0 -> 96.6kn
2026-03-05 07:02:32.184431199+00:00,SHORT_GAP,9.5,0 points nulled
2026-03-05 07:10:17.748117320+00:00,GUST,107.4,AWS boost +5.6kn
2026-03-05 07:27:02.621470371+00:00,GUST,55.3,AWS boost +6.3kn
2026-03-05 07:34:01.947185027+00:00,SHORT_GAP,7.2,1 points nulled
2026-03-05 07:59:44+00:00,SPIKE,0.0,AWS 17.2 -> 123.4kn
2026-03-05 08:02:01.456711874+00:00,GUST,69.8,AWS boost +5.6kn
2026-03-05 08:12:21.369689655+00:00,SENSOR_OFFLINE,258.0,16 points nulled
2026-03-05 08:21:18.939387869+00:00,SHORT_GAP,3.1,0 points nulled
2026-03-05 08:24:59.334220686+00:00,GUST,117.4,AWS boost +4.8kn
2026-03-05 08:37:55+00:00,SPIKE,0.0,AWS 18.1 -> 108.5kn
2026-03-05 08:41:54.237160454+00:00,SHORT_GAP,3.7,0 points nulled
2026-03-05 08:43:36+00:00,SPIKE,0.0,AWS 21.9 -> 159.8kn
2026-03-05 08:55:53.664975938+00:00,GUST,40.8,AWS boost +4.5kn
2026-03-05 08:58:53.516048180+00:00,SHORT_GAP,8.8,0 points nulled
2026-03-05 08:59:39.367947207+00:00,SHORT_GAP,8.8,0 points nulled
2026-03-05 09:04:41+00:00,SPIKE,0.0,AWS 20.9 -> 203.8kn
2026-03-05 09:07:59.732450247+00:00,SHORT_GAP,8.8,0 points nulled
2026-03-05 09:08:54.880165183+00:00,GUST,83.5,AWS boost +4.4kn
2026-03-05 09:12:44+00:00,SPIKE,0.0,AWS 20.5 -> 182.8kn
2026-03-05 09:16:16+00:00,SPIKE,0.0,AWS 18.4 -> 106.2kn
2026-03-05 09:23:39.595611022+00:00,GUST,74.5,AWS boost +7.8kn
2026-03-05 09:33:24.244941455+00:00,SENSOR_OFFLINE,46.9,5 points nulled
2026-03-05 09:41:32.541861155+00:00,GUST,72.2,AWS boost +7.2kn
2026-03-05 09:45:58.051399562+00:00,GUST,99.6,AWS boost +5.0kn
2026-03-05 09:48:24.889504945+00:00,GUST,58.1,AWS boost +7.6kn
2026-03-05 09:54:42.881045263+00:00,SHORT_GAP,6.5,0 points nulled
2026-03-05 10:08:07.449885472+00:00,SHORT_GAP,6.0,0 points nulled
2026-03-05 10:10:39+00:00,SPIKE,0.0,AWS 24.4 -> 130.5kn
2026-03-05 10:44:59+00:00,SPIKE,0.0,AWS 17.5 -> 115.0kn
2026-03-05 10:48:48+00:00,SPIKE,0.0,AWS 21.7 -> 91.7kn
2026-03-05 11:12:20.687074726+00:00,SHORT_GAP,8.4,0 points nulled
2026-03-05 11:22:36+00:00,SPIKE,0.0,AWS 24.2 -> 160.0kn
2026-03-05 11:31:03.373963254+00:00,GUST,74.0,AWS boost +3.3kn
2026-03-05 11:47:17+00:00,SPIKE,0.0,AWS 24.9 -> 91.0kn
2026-03-05 11:47:57.220567144+00:00,SHORT_GAP,9.4,0 points nulled
2026-03-05 11:54:34+00:00,SPIKE,0.0,AWS 24.4 -> 173.8kn
2026-03-05 12:29:09+00:00,SPIKE,0.0,AWS 20.0 -> 153.4kn
2026-03-05 12:40:28.546762044+00:00,GUST,77.8,AWS boost +7.5kn
2026-03-05 12:56:46.996019799+00:00,GUST,109.7,AWS boost +4.7kn
2026-03-05 13:32:28+00:00,SPIKE,0.0,AWS 24.6 -> 96.1kn
2026-03-05 13:58:58.191072638+00:00,GUST,109.4,AWS boost +6.4kn
2026-03-05 14:00:25.855052824+00:00,SHORT_GAP,7.0,0 points nulled
2026-03-05 14:05:26.371834936+00:00,GUST,105.8,AWS boost +4.7kn
2026-03-05 14:06:36.460578497+00:00,GUST,48.9,AWS boost +7.6kn
2026-03-05 14:14:24.212632637+00:00,SHORT_GAP,9.4,1 points nulled
2026-03-05 14:18:07.010140600+00:00,SHORT_GAP,5.0,0 points nulled
2026-03-05 14:19:50.263073681+00:00,GUST,110.6,AWS boost +5.8kn
2026-03-05 14:22:44+00:00,SPIKE,0.0,AWS 26.5 -> 181.0kn
2026-03-05 14:23:47+00:00,SPIKE,0.0,AWS 25.7 -> 102.9kn
2026-03-05 15:05:57.918586735+00:00,SHORT_GAP,8.5,1 points nulled
2026-03-05 15:10:09.092780670+00:00,GUST,34.0,AWS boost +5.8kn
2026-03-05 15:13:40.961507207+00:00,SHORT_GAP,7.4,0 points nulled
2026-03-05 15:27:32.108696926+00:00,GUST,68.4,AWS boost +6.6kn
2026-03-05 15:58:10.771267610+00:00,SHORT_GAP,7.9,1 points nulled
2026-03-05 16:02:12+00:00,SPIKE,0.0,AWS 28.9 -> 117.6kn
2026-03-05 16:03:18+00:00,SPIKE,0.0,AWS 28.8 -> 265.0kn
2026-03-05 16:18:36.709973587+00:00,GUST,94.7,AWS boost +7.1kn
2026-03-05 16:23:47.421793400+00:00,GUST,109.6,AWS boost +6.0kn
2026-03-05 16:26:27+00:00,SPIKE,0.0,AWS 28.0 -> 141.8kn
2026-03-05 16:33:00.850925265+00:00,GUST,111.5,AWS boost +6.2kn
2026-03-05 16:36:13.779288722+00:00,SHORT_GAP,9.2,0 points nulled
2026-03-05 16:46:26.386960350+00:00,SHORT_GAP,8.8,0 points nulled
2026-03-05 16:49:32.303696969+00:00,SHORT_GAP,9.8,0 points nulled
2026-03-05 16:52:27.882410563+00:00,GUST,72.5,AWS boost +5.2kn
2026-03-05 17:03:22.166423584+00:00,SHORT_GAP,9.5,0 points nulled
2026-03-05 17:10:11.569438848+00:00,GUST,58.5,AWS boost +7.2kn
2026-03-05 17:17:06+00:00,SPIKE,0.0,AWS 26.0 -> 203.3kn
2026-03-05 17:18:59.231075714+00:00,GUST,89.4,AWS boost +5.8kn
2026-03-05 18:06:31.518201273+00:00,SHORT_GAP,4.1,1 points nulled
2026-03-05 18:22:26.056204341+00:00,GUST,110.1,AWS boost +3.0kn
2026-03-05 18:47:37.706588172+00:00,SENSOR_OFFLINE,291.6,12 points nulled
2026-03-05 18:55:32.966439228+00:00,GUST,50.2,AWS boost +4.3kn
2026-03-05 18:55:45.000939043+00:00,SENSOR_OFFLINE,81.6,2 points nulled
2026-03-05 19:06:41.128402929+00:00,SHORT_GAP,6.9,0 points nulled
2026-03-05 19:07:10.326480157+00:00,SHORT_GAP,9.4,0 points nulled
2026-03-05 19:08:06.419018675+00:00,GUST,107.5,AWS boost +5.5kn
2026-03-05 19:17:11.967944801+00:00,SHORT_GAP,6.5,1 points nulled
2026-03-05 19:19:18.105971167+00:00,SHORT_GAP,4.7,0 points nulled
2026-03-05 19:44:52.892657364+00:00,GUST,54.7,AWS boost +5.6kn
2026-03-05 19:53:33.190085462+00:00,GUST,59.9,AWS boost +7.7kn
2026-03-05 20:01:29.118417961+00:00,SHORT_GAP,7.7,0 points nulled
2026-03-05 20:17:16.779831701+00:00,SHORT_GAP,9.7,1 points nulled
2026-03-05 20:19:49.818547638+00:00,SHORT_GAP,9.6,0 points nulled
2026-03-05 20:20:19.912835463+00:00,GUST,53.0,AWS boost +5.2kn
2026-03-05 20:22:44.215026072+00:00,SHORT_GAP,8.9,0 points nulled
2026-03-05 20:27:09+00:00,SPIKE,0.0,AWS 26.0 -> 208.9kn
2026-03-05 20:46:25.545668494+00:00,SENSOR_OFFLINE,82.2,5 points nulled
2026-03-05 21:05:07.760427639+00:00,SHORT_GAP,8.7,0 points nulled
2026-03-05 21:08:19+00:00,SPIKE,0.0,AWS 18.1 -> 111.6kn
2026-03-05 21:21:10.635365189+00:00,SENSOR_OFFLINE,179.0,7 points nulled
2026-03-05 22:02:39.756857147+00:00,SHORT_GAP,3.9,0 points nulled
2026-03-05 22:03:42.300894890+00:00,SHORT_GAP,7.2,0 points nulled
2026-03-05 22:19:56.375330322+00:00,SHORT_GAP,9.9,1 points nulled
2026-03-05 22:27:35.693631204+00:00,SHORT_GAP,7.5,0 points nulled
2026-03-05 22:38:52.813412562+00:00,SHORT_GAP,7.9,1 points nulled
2026-03-05 22:43:52.069163010+00:00,SHORT_GAP,3.5,0 points nulled
2026-03-05 22:45:27.680153502+00:00,SHORT_GAP,7.4,1 points nulled
2026-03-05 22:45:45.950773781+00:00,GUST,33.4,AWS boost +7.4kn
2026-03-05 22:46:33.715991793+00:00,SHORT_GAP,4.5,0 points nulled
2026-03-05 22:52:26.568997473+00:00,SENSOR_OFFLINE,111.7,7 points nulled
2026-03-05 22:53:22.436161833+00:00,GUST,84.6,AWS boost +4.0kn
2026-03-05 22:54:10.899275603+00:00,SHORT_GAP,9.6,0 points nulled
2026-03-05 23:05:08.307653776+00:00,SHORT_GAP,4.8,0 points nulled
2026-03-05 23:13:17.818787748+00:00,SHORT_GAP,7.6,0 points nulled
2026-03-05 23:29:14.375962846+00:00,SHORT_GAP,9.0,0 points nulled
2026-03-05 23:33:21.083224756+00:00,SHORT_GAP,4.5,0 points nulled
2026-03-05 23:34:10+00:00,SPIKE,0.0,AWS 21.6 -> 131.6kn
2026-03-06 00:37:09.930139004+00:00,GUST,84.9,AWS boost +4.5kn
2026-03-06 00:37:53.165889440+00:00,GUST,100.5,AWS boost +6.4kn
2026-03-06 00:43:23.346580465+00:00,SENSOR_OFFLINE,195.5,6 points nulled
2026-03-06 00:44:46.203539673+00:00,GUST,33.7,AWS boost +7.8kn
2026-03-06 00:47:44.413498400+00:00,SHORT_GAP,3.9,0 points nulled
2026-03-06 01:01:14.716114578+00:00,SHORT_GAP,7.8,0 points nulled
2026-03-06 01:04:00.250750850+00:00,SHORT_GAP,4.2,0 points nulled
2026-03-06 01:20:25.088737490+00:00,GUST,57.2,AWS boost +7.8kn
2026-03-06 01:26:28.027800935+00:00,GUST,88.0,AWS boost +4.9kn
2026-03-06 01:37:41.106164713+00:00,GUST,43.2,AWS boost +5.7kn
2026-03-06 01:39:02+00:00,SPIKE,0.0,AWS 21.4 -> 179.4kn
2026-03-06 01:47:40+00:00,SPIKE,0.0,AWS 22.5 -> 90.8kn
2026-03-06 01:50:24.734222851+00:00,SHORT_GAP,5.9,0 points nulled
2026-03-06 01:58:58+00:00,SPIKE,0.0,AWS 22.0 -> 80.0kn
2026-03-06 02:02:36.256374681+00:00,SHORT_GAP,8.3,0 points nulled
2026-03-06 02:05:30.182745848+00:00,SHORT_GAP,6.6,0 points nulled
2026-03-06 02:21:00.186904633+00:00,SENSOR_OFFLINE,179.1,5 points nulled
2026-03-06 02:44:48.584141978+00:00,SHORT_GAP,7.8,1 points nulled
2026-03-06 02:50:20.944104022+00:00,SENSOR_OFFLINE,87.1,3 points nulled
2026-03-06 02:53:35.812139069+00:00,SENSOR_OFFLINE,254.0,9 points nulled
2026-03-06 02:58:35.691611938+00:00,SHORT_GAP,8.7,0 points nulled
2026-03-06 03:19:33.520888017+00:00,GUST,46.7,AWS boost +4.0kn
2026-03-06 03:19:50+00:00,SPIKE,0.0,AWS 15.0 -> 128.2kn
2026-03-06 03:27:49.287305024+00:00,SHORT_GAP,6.1,0 points nulled
2026-03-06 03:28:56.706927317+00:00,SHORT_GAP,7.9,0 points nulled
2026-03-06 03:41:01.217687326+00:00,GUST,90.8,AWS boost +6.1kn
2026-03-06 03:51:29.751175119+00:00,SHORT_GAP,6.0,1 points nulled
2026-03-06 03:55:06+00:00,SPIKE,0.0,AWS 12.7 -> 48.9kn
2026-03-06 04:01:04.400543045+00:00,SHORT_GAP,3.4,0 points nulled
2026-03-06 04:06:41+00:00,SPIKE,0.0,AWS 11.9 -> 74.9kn
2026-03-06 04:18:47.732755296+00:00,SENSOR_OFFLINE,215.2,7 points nulled
2026-03-06 04:33:47.908462673+00:00,SENSOR_OFFLINE,165.3,10 points nulled
2026-03-06 04:43:59+00:00,SPIKE,0.0,AWS 14.9 -> 51.7kn
2026-03-06 04:49:35.262227612+00:00,SHORT_GAP,8.1,0 points nulled
2026-03-06 04:51:54.376152863+00:00,SHORT_GAP,7.7,0 points nulled
2026-03-06 05:10:21.196633669+00:00,GUST,49.6,AWS boost +6.4kn
2026-03-06 05:15:29.386197831+00:00,SHORT_GAP,4.2,0 points nulled
